srcip,srcport,dstip,dstport,proto,total_fpackets ,total_fvolume ,total_bpackets ,total_bvolume ,min_fpktl ,mean_fpktl ,max_fpktl ,std_fpktl ,min_bpktl ,mean_bpktl ,max_bpktl ,std_bpktl ,min_fiat ,mean_fiat ,max_fiat ,std_fiat ,min_biat ,mean_biat ,max_biat ,std_biat ,duration ,min_active ,mean_active ,max_active ,std_active ,min_idle ,mean_idle ,max_idle ,std_idle ,sflow_fpackets ,sflow_fbytes ,sflow_bpackets ,sflow_bbytes ,total_fhlen ,total_bhlen ,"label(1=malware), (0=normal)"
10.0.0.45,34862,157.56.52.33,40021,17,1,57,1,48,57,57,57,0,48,48,48,0,0,0,0,0,0,0,0,0,196988,196988,196988,196988,0,0,0,0,0,1,57,1,48,28,20,0
10.0.0.45,34862,111.221.74.28,40001,17,2,248,2,96,124,124,124,0,48,48,48,0,223980,223980,223980,0,221788,221788,221788,0,578806,578806,578806,578806,0,0,0,0,0,2,248,2,96,48,40,0
10.0.0.45,34862,111.221.74.20,40033,17,2,248,2,96,124,124,124,0,48,48,48,0,0,0,0,0,0,0,0,0,1720243,353437,353594,353751,222,1013055,1013055,1013055,0,1,124,1,48,48,40,0
10.0.0.45,34862,157.55.235.161,40021,17,1,57,1,48,57,57,57,0,48,48,48,0,0,0,0,0,0,0,0,0,53290,53290,53290,53290,0,0,0,0,0,1,57,1,48,28,20,0
10.0.0.45,34862,157.56.52.20,40033,17,2,248,2,96,124,124,124,0,48,48,48,0,0,0,0,0,0,0,0,0,1689554,201412,202269,203126,1211,1285016,1285016,1285016,0,1,124,1,48,48,40,0
10.0.0.45,34862,157.55.235.156,40001,17,2,248,2,96,124,124,124,0,48,48,48,0,322895,322895,322895,0,321221,321221,321221,0,376628,376628,376628,376628,0,0,0,0,0,2,248,2,96,48,40,0
10.0.0.45,50355,54.230.0.113,443,6,13,2934,18,3301,40,225,1280,369,40,183,1492,373,11839,111695,413500,152525,483,56622,261288,82414,130828050,22130,130955,589199,205773,1114797,21651893,31992430,13483013,1,419,2,471,544,744,0
10.0.0.45,50360,54.192.3.173,443,6,17,3986,24,7664,40,234,726,296,40,319,1492,533,1815,183073,732768,232399,15,98613,784204,230309,135702509,4761,356014,1126492,423145,4974581,22201734,31777878,12230066,2,569,3,1094,692,972,0
10.0.0.45,50382,54.192.3.173,443,6,15,1894,33,29939,40,126,689,205,40,907,1492,706,636,88734,203262,75880,55,18683,196445,47928,129606491,4173,153598,798611,316269,9187208,25736979,31976723,9428228,2,315,5,4989,612,1332,0
10.0.0.45,50352,54.192.3.173,443,6,16,2592,24,12806,40,162,690,242,40,533,1492,661,5440,246597,578578,194851,48,100868,737894,201239,141525189,1100,413843,1473272,536518,9196670,23104714,31779099,10743485,2,370,3,1829,664,972,0
10.0.0.45,50353,54.192.3.173,443,6,16,1952,34,27884,40,122,695,200,40,820,1492,724,97155,240582,585089,173605,28,72403,744072,167432,141529005,28981,413351,1472840,524577,9465286,23105924,31779639,10661753,2,278,4,3983,664,1372,0
10.0.0.45,50351,54.192.3.173,443,6,25,2303,65,74219,40,92,686,162,40,1141,1492,618,608,136653,571336,160007,54,38977,733827,116943,141531527,7336,449141,1474416,566980,8915035,23064589,31779742,10787382,3,329,9,10602,1024,2612,0
10.0.0.45,50376,188.125.66.33,443,6,12,1820,17,6556,40,151,660,221,40,385,1492,528,3684,80274,190446,74038,210,49440,234204,73301,129683964,7353,119787,481645,178593,8582662,25793047,31955969,9983130,2,303,2,1092,492,688,0
10.0.0.45,54704,8.8.8.8,53,17,1,69,1,104,69,69,69,0,104,104,104,0,0,0,0,0,0,0,0,0,95141,95141,95141,95141,0,0,0,0,0,1,69,1,104,28,20,0
10.0.0.45,63699,8.8.8.8,53,17,1,69,1,116,69,69,69,0,116,116,116,0,0,0,0,0,0,0,0,0,87604,87604,87604,87604,0,0,0,0,0,1,69,1,116,28,20,0
10.0.0.45,56787,8.8.8.8,53,17,1,69,1,104,69,69,69,0,104,104,104,0,0,0,0,0,0,0,0,0,89305,89305,89305,89305,0,0,0,0,0,1,69,1,104,28,20,0
10.0.0.45,34862,91.190.216.212,13392,17,14,1545,13,507,106,110,115,2,39,39,39,0,54897,87309,188611,46787,54716,75871,129212,29046,94230059,90811,135028,243851,50775,1944694,15547476,29481159,10942736,2,220,1,72,288,260,0
10.0.0.45,62347,8.8.8.8,53,17,2,138,2,232,69,69,69,0,116,116,116,0,172406,172406,172406,0,159054,159054,159054,0,249439,249439,249439,249439,0,0,0,0,0,2,138,2,232,48,40,0
10.0.0.45,34862,111.221.77.141,40027,17,1,61,1,480,61,61,61,0,480,480,480,0,0,0,0,0,0,0,0,0,356568,356568,356568,356568,0,0,0,0,0,1,61,1,480,28,20,0
10.0.0.45,61880,8.8.8.8,53,17,1,75,1,138,75,75,75,0,138,138,138,0,0,0,0,0,0,0,0,0,102023,102023,102023,102023,0,0,0,0,0,1,75,1,138,28,20,0
10.0.0.45,34862,213.199.179.141,40027,17,1,61,1,480,61,61,61,0,480,480,480,0,0,0,0,0,0,0,0,0,53505,53505,53505,53505,0,0,0,0,0,1,61,1,480,28,20,0
10.0.0.45,34862,213.199.179.151,40012,17,2,124,2,753,58,62,66,5,48,376,705,464,0,0,0,0,0,0,0,0,30433381,45410,50257,55104,6854,30332867,30332867,30332867,0,1,62,1,376,48,40,0
10.0.0.45,54985,8.8.8.8,53,17,1,75,1,126,75,75,75,0,126,126,126,0,0,0,0,0,0,0,0,0,94564,94564,94564,94564,0,0,0,0,0,1,75,1,126,28,20,0
10.0.0.45,54343,8.8.8.8,53,17,1,75,1,126,75,75,75,0,126,126,126,0,0,0,0,0,0,0,0,0,96861,96861,96861,96861,0,0,0,0,0,1,75,1,126,28,20,0
10.0.0.45,34862,213.199.179.168,40013,17,3,252,3,1425,67,84,116,27,48,475,709,370,606209,606209,606209,0,605854,605854,605854,0,30948421,43458,347884,652310,430523,30252653,30252653,30252653,0,1,126,1,712,68,60,0
10.0.0.45,63110,8.8.8.8,53,17,1,75,1,138,75,75,75,0,138,138,138,0,0,0,0,0,0,0,0,0,92226,92226,92226,92226,0,0,0,0,0,1,75,1,138,28,20,0
10.0.0.45,34862,157.55.56.141,40027,17,1,61,1,480,61,61,61,0,480,480,480,0,0,0,0,0,0,0,0,0,153436,153436,153436,153436,0,0,0,0,0,1,61,1,480,28,20,0
10.0.0.45,50410,91.190.218.125,12350,6,3,197,3,132,40,65,105,34,40,44,52,6,6107,69185,132264,89206,138142,216653,295164,111031,491490,491490,491490,491490,0,0,0,0,0,3,197,3,132,132,132,0
10.0.0.45,50411,91.190.218.125,12350,6,3,187,3,132,40,62,95,28,40,44,52,6,1565,35728,69891,48313,74184,113540,152897,55658,282363,282363,282363,282363,0,0,0,0,0,3,187,3,132,132,132,0
10.0.0.45,34862,157.56.52.42,40031,17,1,61,1,48,61,61,61,0,48,48,48,0,0,0,0,0,0,0,0,0,197864,197864,197864,197864,0,0,0,0,0,1,61,1,48,28,20,0
10.0.0.45,34862,111.221.74.42,40031,17,1,61,1,48,61,61,61,0,48,48,48,0,0,0,0,0,0,0,0,0,357240,357240,357240,357240,0,0,0,0,0,1,61,1,48,28,20,0
10.0.0.45,34862,213.199.179.172,40012,17,2,230,2,522,69,115,161,65,49,261,473,299,0,0,0,0,0,0,0,0,2140365,43723,73360,102997,41913,1993645,1993645,1993645,0,1,115,1,261,48,40,0
10.0.0.45,34862,157.55.130.174,40033,17,1,61,1,480,61,61,61,0,480,480,480,0,0,0,0,0,0,0,0,0,124548,124548,124548,124548,0,0,0,0,0,1,61,1,480,28,20,0
10.0.0.45,50413,91.190.218.125,80,6,3,218,3,132,40,72,126,46,40,44,52,6,5228,57169,109110,73455,95592,131072,166552,50176,338751,338751,338751,338751,0,0,0,0,0,3,218,3,132,132,132,0
10.0.0.45,50412,91.190.218.125,443,6,5,269,4,230,40,53,97,24,40,57,98,27,2809,31990,61171,41268,62603,62603,62603,0,10266513,88750,106145,123428,17339,1848005,4974038,8100071,4420878,1,89,1,76,212,172,0
10.0.0.45,50414,91.190.216.125,12350,6,5,289,4,231,40,57,117,33,40,57,99,28,1818,29734,57650,39479,57864,57864,57864,0,6726576,483,68567,115112,60273,2654040,3260437,3866835,857575,1,96,1,77,212,172,0
10.0.0.45,50415,91.190.216.125,12350,6,5,283,4,233,40,56,111,30,40,58,101,29,2664,168748,334833,234878,338912,338912,338912,0,6687874,893,162773,395260,206446,1962947,3099777,4236608,1607721,1,94,1,77,212,172,0
10.0.0.45,51928,8.8.8.8,53,17,1,62,1,102,62,62,62,0,102,102,102,0,0,0,0,0,0,0,0,0,63798,63798,63798,63798,0,0,0,0,0,1,62,1,102,28,20,0
10.0.0.45,62302,8.8.8.8,53,17,1,62,1,114,62,62,62,0,114,114,114,0,0,0,0,0,0,0,0,0,63841,63841,63841,63841,0,0,0,0,0,1,62,1,114,28,20,0
10.0.0.45,50417,91.190.216.125,443,6,5,302,4,234,40,60,130,39,40,58,102,29,2234,246804,682966,378654,58693,385643,712594,462377,6703112,621,413315,826009,583637,5876482,5876482,5876482,0,2,151,2,117,212,172,0
10.0.0.45,52986,8.8.8.8,53,17,1,61,1,77,61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,94274,94274,94274,94274,0,0,0,0,0,1,61,1,77,28,20,0
10.0.0.45,53902,8.8.8.8,53,17,1,65,1,105,65,65,65,0,105,105,105,0,0,0,0,0,0,0,0,0,71079,71079,71079,71079,0,0,0,0,0,1,65,1,105,28,20,0
10.0.0.45,63239,8.8.8.8,53,17,1,61,1,89,61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,65787,65787,65787,65787,0,0,0,0,0,1,61,1,89,28,20,0
10.0.0.45,49660,8.8.8.8,53,17,1,65,1,117,65,65,65,0,117,117,117,0,0,0,0,0,0,0,0,0,98525,98525,98525,98525,0,0,0,0,0,1,65,1,117,28,20,0
10.0.0.45,62281,8.8.8.8,53,17,1,61,1,98,61,61,61,0,98,98,98,0,0,0,0,0,0,0,0,0,91169,91169,91169,91169,0,0,0,0,0,1,61,1,98,28,20,0
10.0.0.45,60592,8.8.8.8,53,17,1,61,1,110,61,61,61,0,110,110,110,0,0,0,0,0,0,0,0,0,95951,95951,95951,95951,0,0,0,0,0,1,61,1,110,28,20,0
10.0.0.45,61736,8.8.8.8,53,17,1,61,1,89,61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,92109,92109,92109,92109,0,0,0,0,0,1,61,1,89,28,20,0
10.0.0.45,65463,8.8.8.8,53,17,1,61,1,125,61,61,61,0,125,125,125,0,0,0,0,0,0,0,0,0,95661,95661,95661,95661,0,0,0,0,0,1,61,1,125,28,20,0
10.0.0.45,50344,108.160.172.236,443,6,37,13501,42,22001,40,364,1480,440,40,523,1492,580,67,453792,841124,275288,91,323416,1280991,451647,229991788,1222,1015795,7437987,2061004,1043563,19800203,31836201,14799360,3,1125,3,1833,1492,1692,0
10.0.0.45,50416,178.137.120.201,55555,6,27,3147,33,2356,40,116,754,141,40,71,346,73,1592,143155,367151,85358,595,165198,314731,102103,67314787,97596,566735,1294467,344719,5840830,8968700,15726375,3746165,3,393,4,294,1092,1332,0
10.0.0.45,50396,107.20.249.241,443,6,28,22922,34,6470,40,818,1492,714,40,190,1492,402,65,123354,668487,212780,76,98735,356448,111650,189702330,55776,458746,2590451,940446,29595970,31081851,31897072,1034530,4,3274,4,924,1132,1372,0
10.0.0.45,50393,108.160.172.193,443,6,21,6478,25,7356,40,308,1480,487,40,294,1492,468,69,247714,578489,237621,185,92253,255995,91893,204046922,0,341501,1083917,336926,3237212,22292434,31840402,12600449,2,647,2,735,852,1012,0
10.0.0.45,50399,54.192.2.232,443,6,22,3502,39,22915,40,159,770,237,40,587,1492,660,234,127658,372051,140896,26,46104,325367,87186,179022317,0,177455,578986,201258,2990714,19694195,31872640,12650804,2,350,3,2291,892,1572,0
10.0.0.45,50395,54.192.2.230,443,6,25,5118,37,12652,40,204,930,242,40,341,1492,481,1283,187047,389856,133751,17,73726,335474,99243,205380982,0,244833,745917,258425,5381944,20268781,31531812,9759205,2,465,3,1150,1012,1492,0
10.0.0.45,51999,8.8.8.8,53,17,1,61,1,116,61,61,61,0,116,116,116,0,0,0,0,0,0,0,0,0,90553,90553,90553,90553,0,0,0,0,0,1,61,1,116,28,20,0
10.0.0.45,63797,8.8.8.8,53,17,1,60,1,76,60,60,60,0,76,76,76,0,0,0,0,0,0,0,0,0,63799,63799,63799,63799,0,0,0,0,0,1,60,1,76,28,20,0
10.0.0.45,61215,8.8.8.8,53,17,1,72,1,100,72,72,72,0,100,100,100,0,0,0,0,0,0,0,0,0,93846,93846,93846,93846,0,0,0,0,0,1,72,1,100,28,20,0
10.0.0.45,60956,8.8.8.8,53,17,1,72,1,88,72,72,72,0,88,88,88,0,0,0,0,0,0,0,0,0,87420,87420,87420,87420,0,0,0,0,0,1,72,1,88,28,20,0
10.0.0.45,50995,8.8.8.8,53,17,1,61,1,77,61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,74127,74127,74127,74127,0,0,0,0,0,1,61,1,77,28,20,0
10.0.0.45,50199,8.8.8.8,53,17,1,72,1,100,72,72,72,0,100,100,100,0,0,0,0,0,0,0,0,0,82491,82491,82491,82491,0,0,0,0,0,1,72,1,100,28,20,0
10.0.0.45,52589,8.8.8.8,53,17,1,72,1,88,72,72,72,0,88,88,88,0,0,0,0,0,0,0,0,0,90070,90070,90070,90070,0,0,0,0,0,1,72,1,88,28,20,0
10.0.0.45,54753,8.8.8.8,53,17,1,72,1,88,72,72,72,0,88,88,88,0,0,0,0,0,0,0,0,0,100011,100011,100011,100011,0,0,0,0,0,1,72,1,88,28,20,0
10.0.0.45,63006,8.8.8.8,53,17,1,59,1,87,59,59,59,0,87,87,87,0,0,0,0,0,0,0,0,0,84841,84841,84841,84841,0,0,0,0,0,1,59,1,87,28,20,0
10.0.0.45,56118,8.8.8.8,53,17,2,130,2,234,65,65,65,0,117,117,117,0,0,0,0,0,0,0,0,0,485356979,93303,94367,95431,1504,485168245,485168245,485168245,0,1,65,1,117,48,40,0
10.0.0.45,54201,8.8.8.8,53,17,1,59,1,75,59,59,59,0,75,75,75,0,0,0,0,0,0,0,0,0,89496,89496,89496,89496,0,0,0,0,0,1,59,1,75,28,20,0
10.0.0.45,59723,8.8.8.8,53,17,1,65,1,105,65,65,65,0,105,105,105,0,0,0,0,0,0,0,0,0,90529,90529,90529,90529,0,0,0,0,0,1,65,1,105,28,20,0
10.0.0.45,55171,8.8.8.8,53,17,1,72,1,100,72,72,72,0,100,100,100,0,0,0,0,0,0,0,0,0,98476,98476,98476,98476,0,0,0,0,0,1,72,1,100,28,20,0
10.0.0.45,60271,8.8.8.8,53,17,1,72,1,100,72,72,72,0,100,100,100,0,0,0,0,0,0,0,0,0,85390,85390,85390,85390,0,0,0,0,0,1,72,1,100,28,20,0
10.0.0.45,52578,8.8.8.8,53,17,1,72,1,88,72,72,72,0,88,88,88,0,0,0,0,0,0,0,0,0,100307,100307,100307,100307,0,0,0,0,0,1,72,1,88,28,20,0
10.0.0.45,53686,8.8.8.8,53,17,1,70,1,124,70,70,70,0,124,124,124,0,0,0,0,0,0,0,0,0,96904,96904,96904,96904,0,0,0,0,0,1,70,1,124,28,20,0
10.0.0.45,57712,8.8.8.8,53,17,1,70,1,165,70,70,70,0,165,165,165,0,0,0,0,0,0,0,0,0,114039,114039,114039,114039,0,0,0,0,0,1,70,1,165,28,20,0
10.0.0.45,62117,8.8.8.8,53,17,1,60,1,88,60,60,60,0,88,88,88,0,0,0,0,0,0,0,0,0,61219,61219,61219,61219,0,0,0,0,0,1,60,1,88,28,20,0
10.0.0.45,57387,8.8.8.8,53,17,1,61,1,89,61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,93677,93677,93677,93677,0,0,0,0,0,1,61,1,89,28,20,0
10.0.0.45,63704,8.8.8.8,53,17,1,61,1,89,61,61,61,0,89,89,89,0,0,0,0,0,0,0,0,0,89682,89682,89682,89682,0,0,0,0,0,1,61,1,89,28,20,0
10.0.0.45,60088,8.8.8.8,53,17,1,61,1,77,61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,85490,85490,85490,85490,0,0,0,0,0,1,61,1,77,28,20,0
10.0.0.45,62983,8.8.8.8,53,17,1,61,1,98,61,61,61,0,98,98,98,0,0,0,0,0,0,0,0,0,88882,88882,88882,88882,0,0,0,0,0,1,61,1,98,28,20,0
10.0.0.45,60602,224.0.0.252,5355,17,4,212,0,0,53,53,53,0,-1,-1,-1,0,59,34877,104507,60301,0,0,0,0,104632,104632,104632,104632,0,0,0,0,0,4,212,0,0,88,0,0
10.0.0.45,49688,8.8.8.8,53,17,1,71,1,116,71,71,71,0,116,116,116,0,0,0,0,0,0,0,0,0,87220,87220,87220,87220,0,0,0,0,0,1,71,1,116,28,20,0
10.0.0.45,55900,8.8.8.8,53,17,1,71,1,128,71,71,71,0,128,128,128,0,0,0,0,0,0,0,0,0,88408,88408,88408,88408,0,0,0,0,0,1,71,1,128,28,20,0
10.0.0.45,63737,8.8.8.8,53,17,1,61,1,110,61,61,61,0,110,110,110,0,0,0,0,0,0,0,0,0,90745,90745,90745,90745,0,0,0,0,0,1,61,1,110,28,20,0
10.0.0.45,58325,8.8.8.8,53,17,1,71,1,128,71,71,71,0,128,128,128,0,0,0,0,0,0,0,0,0,97549,97549,97549,97549,0,0,0,0,0,1,71,1,128,28,20,0
10.0.0.45,65049,8.8.8.8,53,17,1,71,1,116,71,71,71,0,116,116,116,0,0,0,0,0,0,0,0,0,87610,87610,87610,87610,0,0,0,0,0,1,71,1,116,28,20,0
10.0.0.45,64267,8.8.8.8,53,17,1,61,1,187,61,61,61,0,187,187,187,0,0,0,0,0,0,0,0,0,88303,88303,88303,88303,0,0,0,0,0,1,61,1,187,28,20,0
10.0.0.45,61968,8.8.8.8,53,17,1,61,1,138,61,61,61,0,138,138,138,0,0,0,0,0,0,0,0,0,62745,62745,62745,62745,0,0,0,0,0,1,61,1,138,28,20,0
10.0.0.45,55521,8.8.8.8,53,17,1,63,1,111,63,63,63,0,111,111,111,0,0,0,0,0,0,0,0,0,64605,64605,64605,64605,0,0,0,0,0,1,63,1,111,28,20,0
10.0.0.45,58981,8.8.8.8,53,17,2,126,2,320,63,63,63,0,160,160,160,0,120247,120247,120247,0,47585,47585,47585,0,187363,187363,187363,187363,0,0,0,0,0,2,126,2,320,48,40,0
10.0.0.45,62763,8.8.8.8,53,17,1,63,1,160,63,63,63,0,160,160,160,0,0,0,0,0,0,0,0,0,114306,114306,114306,114306,0,0,0,0,0,1,63,1,160,28,20,0
10.0.0.45,59829,8.8.8.8,53,17,1,63,1,111,63,63,63,0,111,111,111,0,0,0,0,0,0,0,0,0,68123,68123,68123,68123,0,0,0,0,0,1,63,1,111,28,20,0
10.0.0.45,60987,8.8.8.8,53,17,1,57,1,89,57,57,57,0,89,89,89,0,0,0,0,0,0,0,0,0,72724,72724,72724,72724,0,0,0,0,0,1,57,1,89,28,20,0
10.0.0.45,51517,8.8.8.8,53,17,1,66,1,82,66,66,66,0,82,82,82,0,0,0,0,0,0,0,0,0,104854,104854,104854,104854,0,0,0,0,0,1,66,1,82,28,20,0
10.0.0.45,55297,8.8.8.8,53,17,1,66,1,147,66,66,66,0,147,147,147,0,0,0,0,0,0,0,0,0,91452,91452,91452,91452,0,0,0,0,0,1,66,1,147,28,20,0
10.0.0.45,52871,8.8.8.8,53,17,1,66,1,118,66,66,66,0,118,118,118,0,0,0,0,0,0,0,0,0,67750,67750,67750,67750,0,0,0,0,0,1,66,1,118,28,20,0
10.0.0.45,63359,8.8.8.8,53,17,1,57,1,138,57,57,57,0,138,138,138,0,0,0,0,0,0,0,0,0,97437,97437,97437,97437,0,0,0,0,0,1,57,1,138,28,20,0
10.0.0.45,62438,8.8.8.8,53,17,1,66,1,130,66,66,66,0,130,130,130,0,0,0,0,0,0,0,0,0,93475,93475,93475,93475,0,0,0,0,0,1,66,1,130,28,20,0
10.0.0.45,53668,8.8.8.8,53,17,1,65,1,105,65,65,65,0,105,105,105,0,0,0,0,0,0,0,0,0,106799,106799,106799,106799,0,0,0,0,0,1,65,1,105,28,20,0
10.0.0.45,59774,8.8.8.8,53,17,1,63,1,127,63,63,63,0,127,127,127,0,0,0,0,0,0,0,0,0,111267,111267,111267,111267,0,0,0,0,0,1,63,1,127,28,20,0
10.0.0.45,60368,8.8.8.8,53,17,1,65,1,117,65,65,65,0,117,117,117,0,0,0,0,0,0,0,0,0,86184,86184,86184,86184,0,0,0,0,0,1,65,1,117,28,20,0
10.0.0.45,56916,8.8.8.8,53,17,1,63,1,115,63,63,63,0,115,115,115,0,0,0,0,0,0,0,0,0,95371,95371,95371,95371,0,0,0,0,0,1,63,1,115,28,20,0
10.0.0.45,59338,8.8.8.8,53,17,1,65,1,115,65,65,65,0,115,115,115,0,0,0,0,0,0,0,0,0,88100,88100,88100,88100,0,0,0,0,0,1,65,1,115,28,20,0
10.0.0.45,53092,8.8.8.8,53,17,1,65,1,127,65,65,65,0,127,127,127,0,0,0,0,0,0,0,0,0,88876,88876,88876,88876,0,0,0,0,0,1,65,1,127,28,20,0
10.0.0.45,53926,8.8.8.8,53,17,1,67,1,148,67,67,67,0,148,148,148,0,0,0,0,0,0,0,0,0,94260,94260,94260,94260,0,0,0,0,0,1,67,1,148,28,20,0
10.0.0.45,64335,8.8.8.8,53,17,1,67,1,195,67,67,67,0,195,195,195,0,0,0,0,0,0,0,0,0,94514,94514,94514,94514,0,0,0,0,0,1,67,1,195,28,20,0
10.0.0.45,53621,8.8.8.8,53,17,1,70,1,142,70,70,70,0,142,142,142,0,0,0,0,0,0,0,0,0,97756,97756,97756,97756,0,0,0,0,0,1,70,1,142,28,20,0
10.0.0.45,65144,8.8.8.8,53,17,1,70,1,130,70,70,70,0,130,130,130,0,0,0,0,0,0,0,0,0,104526,104526,104526,104526,0,0,0,0,0,1,70,1,130,28,20,0
10.0.0.45,51985,8.8.8.8,53,17,1,66,1,187,66,66,66,0,187,187,187,0,0,0,0,0,0,0,0,0,115773,115773,115773,115773,0,0,0,0,0,1,66,1,187,28,20,0
10.0.0.45,50735,8.8.8.8,53,17,1,56,1,147,56,56,56,0,147,147,147,0,0,0,0,0,0,0,0,0,70689,70689,70689,70689,0,0,0,0,0,1,56,1,147,28,20,0
10.0.0.45,59675,8.8.8.8,53,17,1,66,1,164,66,66,66,0,164,164,164,0,0,0,0,0,0,0,0,0,96215,96215,96215,96215,0,0,0,0,0,1,66,1,164,28,20,0
10.0.0.45,65312,8.8.8.8,53,17,1,66,1,162,66,66,66,0,162,162,162,0,0,0,0,0,0,0,0,0,102376,102376,102376,102376,0,0,0,0,0,1,66,1,162,28,20,0
10.0.0.45,57715,216.58.211.194,443,17,7,2253,6,5332,65,321,1378,482,60,888,1378,569,24057,82734,116317,40370,209,1296,2818,1357,17306622,93945,110312,120674,14340,7821052,8487843,9154634,942984,2,751,2,1777,148,120,0
10.0.0.45,61689,8.8.8.8,53,17,1,65,1,200,65,65,65,0,200,200,200,0,0,0,0,0,0,0,0,0,139830,139830,139830,139830,0,0,0,0,0,1,65,1,200,28,20,0
10.0.0.45,57591,8.8.8.8,53,17,1,75,1,162,75,75,75,0,162,162,162,0,0,0,0,0,0,0,0,0,99150,99150,99150,99150,0,0,0,0,0,1,75,1,162,28,20,0
10.0.0.45,56979,8.8.8.8,53,17,1,66,1,108,66,66,66,0,108,108,108,0,0,0,0,0,0,0,0,0,69893,69893,69893,69893,0,0,0,0,0,1,66,1,108,28,20,0
10.0.0.45,62391,8.8.8.8,53,17,1,61,1,105,61,61,61,0,105,105,105,0,0,0,0,0,0,0,0,0,97915,97915,97915,97915,0,0,0,0,0,1,61,1,105,28,20,0
10.0.0.45,63676,8.8.8.8,53,17,1,70,1,130,70,70,70,0,130,130,130,0,0,0,0,0,0,0,0,0,94368,94368,94368,94368,0,0,0,0,0,1,70,1,130,28,20,0
10.0.0.45,62209,8.8.8.8,53,17,1,73,1,114,73,73,73,0,114,114,114,0,0,0,0,0,0,0,0,0,93868,93868,93868,93868,0,0,0,0,0,1,73,1,114,28,20,0
10.0.0.45,54127,8.8.8.8,53,17,1,75,1,203,75,75,75,0,203,203,203,0,0,0,0,0,0,0,0,0,116869,116869,116869,116869,0,0,0,0,0,1,75,1,203,28,20,0
10.0.0.45,60724,8.8.8.8,53,17,1,66,1,125,66,66,66,0,125,125,125,0,0,0,0,0,0,0,0,0,92339,92339,92339,92339,0,0,0,0,0,1,66,1,125,28,20,0
10.0.0.45,61354,8.8.8.8,53,17,1,66,1,202,66,66,66,0,202,202,202,0,0,0,0,0,0,0,0,0,97784,97784,97784,97784,0,0,0,0,0,1,66,1,202,28,20,0
10.0.0.45,64508,8.8.8.8,53,17,1,56,1,123,56,56,56,0,123,123,123,0,0,0,0,0,0,0,0,0,66895,66895,66895,66895,0,0,0,0,0,1,56,1,123,28,20,0
10.0.0.45,65132,8.8.8.8,53,17,1,70,1,142,70,70,70,0,142,142,142,0,0,0,0,0,0,0,0,0,97245,97245,97245,97245,0,0,0,0,0,1,70,1,142,28,20,0
10.0.0.45,63343,8.8.8.8,53,17,1,65,1,151,65,65,65,0,151,151,151,0,0,0,0,0,0,0,0,0,93172,93172,93172,93172,0,0,0,0,0,1,65,1,151,28,20,0
10.0.0.45,65475,8.8.8.8,53,17,1,73,1,126,73,73,73,0,126,126,126,0,0,0,0,0,0,0,0,0,100922,100922,100922,100922,0,0,0,0,0,1,73,1,126,28,20,0
10.0.0.45,50231,8.8.8.8,53,17,1,67,1,173,67,67,67,0,173,173,173,0,0,0,0,0,0,0,0,0,90100,90100,90100,90100,0,0,0,0,0,1,67,1,173,28,20,0
10.0.0.45,49839,8.8.8.8,53,17,1,50,1,119,50,50,50,0,119,119,119,0,0,0,0,0,0,0,0,0,97971,97971,97971,97971,0,0,0,0,0,1,50,1,119,28,20,0
10.0.0.45,64034,8.8.8.8,53,17,1,62,1,102,62,62,62,0,102,102,102,0,0,0,0,0,0,0,0,0,70245,70245,70245,70245,0,0,0,0,0,1,62,1,102,28,20,0
10.0.0.45,57255,8.8.8.8,53,17,1,68,1,131,68,68,68,0,131,131,131,0,0,0,0,0,0,0,0,0,63881,63881,63881,63881,0,0,0,0,0,1,68,1,131,28,20,0
10.0.0.45,54751,8.8.8.8,53,17,1,50,1,82,50,50,50,0,82,82,82,0,0,0,0,0,0,0,0,0,66059,66059,66059,66059,0,0,0,0,0,1,50,1,82,28,20,0
10.0.0.45,55432,8.8.8.8,53,17,1,55,1,136,55,55,55,0,136,136,136,0,0,0,0,0,0,0,0,0,89840,89840,89840,89840,0,0,0,0,0,1,55,1,136,28,20,0
10.0.0.45,57743,8.8.8.8,53,17,1,67,1,165,67,67,67,0,165,165,165,0,0,0,0,0,0,0,0,0,67765,67765,67765,67765,0,0,0,0,0,1,67,1,165,28,20,0
10.0.0.45,63710,8.8.8.8,53,17,1,62,1,114,62,62,62,0,114,114,114,0,0,0,0,0,0,0,0,0,79955,79955,79955,79955,0,0,0,0,0,1,62,1,114,28,20,0
10.0.0.45,52401,8.8.8.8,53,17,1,55,1,87,55,55,55,0,87,87,87,0,0,0,0,0,0,0,0,0,98771,98771,98771,98771,0,0,0,0,0,1,55,1,87,28,20,0
10.0.0.45,54210,8.8.8.8,53,17,2,122,2,225,61,61,61,0,89,112,136,33,201243,201243,201243,0,54420,54420,54420,0,341308,341308,341308,341308,0,0,0,0,0,2,122,2,225,48,40,0
10.0.0.45,64561,8.8.8.8,53,17,1,68,1,176,68,68,68,0,176,176,176,0,0,0,0,0,0,0,0,0,88214,88214,88214,88214,0,0,0,0,0,1,68,1,176,28,20,0
